x1,x2,x3
3636828.84,214715.04,-13.64
3636828.68,214715.46,-13.65
3636828.51,214715.88,-13.67
3636828.31,214716.37,-13.65
3636828.18,214716.7,-13.57
3636828,214717.12,-13.54
3636827.82,214717.53,-13.52
3636827.61,214718,-13.5
3636827.45,214718.35,-13.51
3636827.25,214718.78,-13.55
3636827.05,214719.2,-13.55
3636826.82,214719.67,-13.54
3636826.66,214720.01,-13.53
3636826.46,214720.42,-13.55
3636826.26,214720.83,-13.58
3636826.01,214721.32,-13.58
3636825.84,214721.64,-13.6
3636825.64,214722.06,-13.63
3636825.45,214722.49,-13.63
3636825.2,214722.98,-13.6
3636825.03,214723.31,-13.6
3636824.82,214723.73,-13.57
3636824.61,214724.18,-13.53
3636824.39,214724.68,-13.53
3636824.23,214725.04,-13.5
3636824.03,214725.48,-13.51
3636823.83,214725.92,-13.51
3636823.61,214726.45,-13.52
3636823.46,214726.83,-13.52
3636823.28,214727.29,-13.51
3636823.1,214727.74,-13.52
3636822.89,214728.29,-13.51
3636822.75,214728.67,-13.49
3636822.57,214729.14,-13.48
3636822.4,214729.62,-13.46
3636822.2,214730.18,-13.46
3636822.07,214730.55,-13.45
3636821.9,214731.02,-13.44
3636821.73,214731.49,-13.43
3636821.56,214732.05,-13.43
3636821.43,214732.45,-13.43
3636821.26,214732.92,-13.41
3636821.08,214733.42,-13.4
3636820.89,214733.97,-13.4
3636820.77,214734.36,-13.4
3636820.6,214734.84,-13.39
3636820.44,214735.33,-13.38
3636820.26,214735.88,-13.37
3636820.12,214736.27,-13.36
3636819.95,214736.75,-13.36
3636819.78,214737.22,-13.34
3636819.58,214737.77,-13.38
3636819.45,214738.16,-13.38
3636819.29,214738.62,-13.34
3636819.12,214739.09,-13.32
3636818.92,214739.65,-13.31
3636818.79,214740.02,-13.3
3636818.62,214740.49,-13.32
3636818.46,214740.94,-13.37
3636818.26,214741.46,-13.37
3636818.13,214741.83,-13.37
3636817.97,214742.27,-13.37
3636817.8,214742.72,-13.37
3636817.61,214743.25,-13.36
3636817.48,214743.61,-13.35
3636817.32,214744.06,-13.35
3636817.16,214744.5,-13.35
3636816.97,214745.02,-13.37
3636816.84,214745.39,-13.38
3636816.68,214745.82,-13.39
3636816.51,214746.25,-13.38
3636816.31,214746.76,-13.35
3636816.18,214747.12,-13.33
3636816.02,214747.56,-13.33
3636815.87,214748,-13.33
3636815.66,214748.5,-13.31
3636815.51,214748.85,-13.3
3636815.35,214749.28,-13.31
3636815.18,214749.71,-13.32
3636814.99,214750.22,-13.32
3636814.86,214750.57,-13.29
3636814.69,214751.02,-13.29
3636814.53,214751.44,-13.27
3636814.36,214751.97,-13.25
3636814.23,214752.33,-13.22
3636814.08,214752.77,-13.23
3636813.93,214753.19,-13.25
3636813.75,214753.72,-13.24
3636813.63,214754.08,-13.26
3636813.49,214754.53,-13.25
3636813.34,214754.96,-13.23
3636813.16,214755.47,-13.19
3636813.03,214755.82,-13.16
3636812.87,214756.25,-13.17
3636812.71,214756.71,-13.18
3636812.54,214757.22,-13.2
3636812.42,214757.58,-13.21
3636812.26,214758.02,-13.22
3636812.09,214758.44,-13.21
3636811.9,214758.93,-13.19
3636811.75,214759.29,-13.18
3636811.58,214759.72,-13.15
3636811.4,214760.14,-13.17
3636811.19,214760.64,-13.25
3636811.03,214761,-13.27
3636810.85,214761.41,-13.22
3636810.65,214761.84,-13.18
3636810.54,214762.06,-13.15
3636810.35,214762.47,-13.14
3636810.24,214762.7,-13.14
3636810.13,214762.94,-13.15
3636809.93,214763.34,-13.15
3636809.73,214763.74,-13.16
3636809.49,214764.22,-13.14
3636809.33,214764.54,-13.11
3636809.1,214764.96,-13.1
3636808.88,214765.38,-13.11
3636808.62,214765.83,-13.16
3636808.44,214766.17,-13.22
3636808.22,214766.58,-13.22
3636807.99,214766.99,-13.21
3636807.73,214767.45,-13.21
3636807.55,214767.76,-13.22
3636807.33,214768.14,-13.2
3636807.09,214768.52,-13.16
3636806.81,214768.97,-13.15
3636806.61,214769.29,-13.16
3636806.37,214769.68,-13.17
3636806.13,214770.07,-13.23
3636805.83,214770.52,-13.27
3636805.63,214770.84,-13.25
3636805.39,214771.22,-13.22
3636805.12,214771.62,-13.17
3636804.82,214772.08,-13.12
3636804.6,214772.4,-13.09
3636804.35,214772.81,-13.14
3636804.1,214773.21,-13.14
3636803.79,214773.71,-13.11
3636803.58,214774.06,-13.1
3636803.33,214774.48,-13.1
3636803.08,214774.9,-13.11
3636802.79,214775.41,-13.14
3636802.59,214775.77,-13.15
3636802.33,214776.23,-13.13
3636802.06,214776.65,-13.1
3636801.74,214777.15,-13.1
3636801.53,214777.5,-13.1
3636801.28,214777.95,-13.08
3636801.02,214778.4,-13.06
3636800.71,214778.91,-13.04
3636800.49,214779.27,-13.05
3636800.22,214779.73,-13.06
3636799.96,214780.16,-13.05
3636799.65,214780.68,-13.03
3636799.44,214781.04,-13.03
3636799.16,214781.49,-13.04
3636798.89,214781.93,-13.09
3636798.58,214782.43,-13.07
3636798.35,214782.8,-13.02
3636798.08,214783.23,-13.01
3636797.81,214783.66,-13
3636797.49,214784.16,-12.97
3636797.26,214784.52,-12.97
3636796.97,214784.93,-13.01
3636796.69,214785.33,-13.03
3636796.35,214785.81,-13.03
3636796.11,214786.13,-13.01
3636795.82,214786.52,-13.01
3636795.53,214786.91,-13.02
3636795.19,214787.34,-13.04
3636794.95,214787.65,-13.04
3636794.64,214788.01,-13.04
3636794.34,214788.36,-13.04
3636793.98,214788.79,-13.01
3636793.72,214789.08,-13
3636793.41,214789.43,-13.03
3636793.12,214789.76,-13.06
3636792.77,214790.18,-13.07
3636792.52,214790.47,-13.09
3636792.23,214790.81,-13.05
3636791.93,214791.15,-13
3636791.58,214791.55,-13
3636791.34,214791.83,-12.99
3636791.05,214792.15,-12.94
3636790.76,214792.48,-12.92
3636790.42,214792.89,-12.94
3636790.19,214793.17,-12.95
3636789.92,214793.5,-12.91
3636789.64,214793.84,-12.89
3636789.33,214794.25,-12.92
3636789.1,214794.54,-12.92
3636788.85,214794.88,-12.9
3636788.58,214795.22,-12.92
3636788.28,214795.62,-12.95
3636788.07,214795.9,-12.95
3636787.82,214796.24,-12.93
3636787.57,214796.57,-12.91
3636787.26,214796.97,-12.9
3636787.04,214797.24,-12.9
3636786.78,214797.57,-12.87
3636786.52,214797.9,-12.87
3636786.22,214798.27,-12.89
3636785.99,214798.52,-12.9
3636785.72,214798.82,-12.87
3636785.46,214799.12,-12.86
3636785.13,214799.48,-12.87
3636784.89,214799.72,-12.88
3636784.59,214800,-12.9
3636784.3,214800.26,-12.9
3636783.95,214800.58,-12.88
3636783.71,214800.81,-12.88
3636783.4,214801.07,-12.89
3636783.08,214801.33,-12.93
3636782.71,214801.63,-12.99
3636782.45,214801.86,-12.97
3636782.13,214802.14,-12.92
3636781.83,214802.42,-12.89
3636781.47,214802.74,-12.86
3636781.21,214802.96,-12.84
3636780.9,214803.26,-12.86
3636780.62,214803.56,-12.87
3636780.28,214803.93,-12.84
3636780.06,214804.2,-12.82
3636779.79,214804.54,-12.83
3636779.52,214804.88,-12.84
3636779.22,214805.32,-12.84
3636779.03,214805.63,-12.86
3636778.8,214806.02,-12.85
3636778.56,214806.42,-12.8
3636778.28,214806.89,-12.77
3636778.11,214807.22,-12.76
3636777.88,214807.62,-12.77
3636777.65,214808.01,-12.79
3636777.39,214808.49,-12.8
3636777.2,214808.82,-12.81
3636776.98,214809.21,-12.8
3636776.75,214809.63,-12.76
3636776.47,214810.1,-12.77
3636776.28,214810.42,-12.77
3636776.02,214810.79,-12.75
3636775.76,214811.16,-12.76
3636775.44,214811.59,-12.78
3636775.22,214811.87,-12.78
3636774.94,214812.23,-12.76
3636774.64,214812.59,-12.72
3636774.3,214812.99,-12.69
3636774.05,214813.28,-12.69
3636773.74,214813.62,-12.71
3636773.43,214813.96,-12.74
3636773.06,214814.38,-12.74
3636772.8,214814.65,-12.76
3636772.48,214814.99,-12.77
3636772.16,214815.33,-12.76
3636771.8,214815.73,-12.77
3636771.55,214816.03,-12.78
3636771.25,214816.39,-12.76
3636770.96,214816.74,-12.73
3636770.62,214817.17,-12.72
3636770.39,214817.5,-12.72
3636770.12,214817.88,-12.73
3636769.86,214818.27,-12.71
3636769.55,214818.76,-12.67
3636769.34,214819.11,-12.67
3636769.11,214819.53,-12.66
3636768.88,214819.95,-12.66
3636768.61,214820.46,-12.68
3636768.43,214820.83,-12.68
3636768.21,214821.27,-12.67
3636767.99,214821.71,-12.67
3636767.74,214822.25,-12.65
3636767.57,214822.61,-12.61
3636767.36,214823.06,-12.59
3636767.15,214823.49,-12.61
3636766.89,214824.01,-12.63
3636766.71,214824.36,-12.64
3636766.48,214824.8,-12.66
3636766.25,214825.24,-12.67
3636765.98,214825.75,-12.67
3636765.78,214826.09,-12.66
3636765.53,214826.51,-12.66
3636765.3,214826.94,-12.66
3636765.01,214827.43,-12.65
3636764.8,214827.77,-12.66
3636764.53,214828.18,-12.64
3636764.27,214828.59,-12.65
3636763.95,214829.07,-12.62
3636763.74,214829.39,-12.6
3636763.48,214829.78,-12.59
3636763.22,214830.17,-12.58
3636762.9,214830.64,-12.6
3636762.67,214830.97,-12.62
3636762.41,214831.35,-12.66
3636762.13,214831.72,-12.68
3636761.81,214832.17,-12.68
3636761.59,214832.48,-12.68
3636761.33,214832.85,-12.67
3636761.06,214833.24,-12.69
3636760.74,214833.66,-12.71
3636760.51,214833.98,-12.67
3636760.24,214834.36,-12.65
3636760,214834.74,-12.64
3636759.7,214835.19,-12.63
3636759.49,214835.49,-12.6
3636759.24,214835.87,-12.61
3636759,214836.25,-12.64
3636758.7,214836.7,-12.63
3636758.5,214837.03,-12.58
3636758.26,214837.43,-12.55
3636758.02,214837.82,-12.55
3636757.74,214838.28,-12.54
3636757.55,214838.62,-12.52
3636757.31,214839.02,-12.49
3636757.07,214839.43,-12.47
3636756.78,214839.92,-12.49
3636756.6,214840.26,-12.48
3636756.37,214840.69,-12.46
3636756.14,214841.1,-12.47
3636755.86,214841.58,-12.48
3636755.66,214841.91,-12.46
3636755.41,214842.33,-12.43
3636755.16,214842.73,-12.46
3636754.87,214843.2,-12.49
3636754.67,214843.54,-12.51
3636754.41,214843.95,-12.51
3636754.15,214844.35,-12.51
3636753.86,214844.84,-12.5
3636753.66,214845.16,-12.48
3636753.51,214845.39,-12.46
3636753.3,214845.7,-12.47
3636753.16,214845.93,-12.5
3636752.95,214846.23,-12.5
3636752.63,214846.71,-12.49
3636752.41,214847.04,-12.47
3636752.16,214847.43,-12.46
3636751.9,214847.83,-12.44
3636751.59,214848.3,-12.46
3636751.37,214848.62,-12.47
3636751.12,214849.03,-12.45
3636750.86,214849.43,-12.46
3636750.55,214849.92,-12.47
3636750.33,214850.25,-12.5
3636750.07,214850.65,-12.5
3636749.81,214851.04,-12.46
3636749.52,214851.55,-12.45
3636749.32,214851.89,-12.47
3636749.07,214852.3,-12.48
3636748.82,214852.72,-12.46
3636748.52,214853.21,-12.47
3636748.31,214853.56,-12.47
3636748.07,214853.97,-12.45
3636747.83,214854.37,-12.41
3636747.54,214854.87,-12.38
3636747.34,214855.21,-12.37
3636747.1,214855.62,-12.38
3636746.86,214856.04,-12.39
3636746.57,214856.53,-12.38
3636746.37,214856.88,-12.36
3636746.15,214857.3,-12.36
3636745.91,214857.71,-12.37
3636745.63,214858.21,-12.39
3636745.43,214858.54,-12.38
3636745.19,214858.94,-12.37
3636744.95,214859.37,-12.36
3636744.65,214859.85,-12.36
3636744.45,214860.18,-12.36
3636744.22,214860.6,-12.37
3636743.99,214861.01,-12.38
3636743.71,214861.51,-12.38
3636743.52,214861.86,-12.37
3636743.28,214862.28,-12.36
3636743.03,214862.69,-12.36
3636742.76,214863.18,-12.35
3636742.56,214863.52,-12.34
3636742.32,214863.94,-12.33
3636742.09,214864.35,-12.33
3636741.81,214864.84,-12.33
3636741.62,214865.19,-12.33
3636741.38,214865.6,-12.32
3636741.14,214866.01,-12.31
3636740.86,214866.48,-12.33
3636740.68,214866.84,-12.34
3636740.47,214867.27,-12.31
3636740.25,214867.67,-12.25
3636739.97,214868.16,-12.22
3636739.78,214868.49,-12.23
3636739.56,214868.9,-12.26
3636739.34,214869.31,-12.28
3636739.08,214869.79,-12.29
3636738.92,214870.12,-12.27
3636738.72,214870.52,-12.26
3636738.52,214870.9,-12.3
3636738.28,214871.37,-12.31
3636738.11,214871.68,-12.27
3636737.88,214872.06,-12.23
3636737.67,214872.45,-12.23
3636737.44,214872.91,-12.21
3636737.27,214873.21,-12.24
3636737.06,214873.57,-12.25
3636736.84,214873.94,-12.24
3636736.59,214874.37,-12.23
3636736.41,214874.66,-12.24
3636736.19,214875.02,-12.25
3636735.99,214875.36,-12.23
3636735.73,214875.77,-12.22
3636735.56,214876.04,-12.22
3636735.34,214876.39,-12.23
3636735.13,214876.73,-12.24
3636734.87,214877.12,-12.25
3636734.7,214877.38,-12.28
3636734.49,214877.71,-12.31
3636734.28,214878.04,-12.29
3636734.04,214878.42,-12.27
3636733.87,214878.69,-12.24
3636733.67,214879.04,-12.24
3636733.48,214879.39,-12.24
3636733.25,214879.83,-12.21
3636733.1,214880.11,-12.21
3636732.91,214880.46,-12.18
3636732.72,214880.82,-12.18
3636732.52,214881.24,-12.17
3636732.38,214881.53,-12.1
3636732.2,214881.9,-12.12
3636732.04,214882.28,-12.22
3636731.85,214882.73,-12.23
3636731.71,214883.05,-12.23
3636731.54,214883.43,-12.24
3636731.37,214883.81,-12.21
3636731.2,214884.28,-12.2
3636731.07,214884.61,-12.19
3636730.93,214885.02,-12.19
3636730.78,214885.43,-12.19
3636730.61,214885.92,-12.19
3636730.48,214886.28,-12.18
3636730.34,214886.7,-12.2
3636730.19,214887.12,-12.2
3636730.03,214887.63,-12.18
3636729.91,214888.01,-12.17
3636729.78,214888.46,-12.17
3636729.65,214888.92,-12.14
3636729.49,214889.48,-12.15
3636729.37,214889.86,-12.2
3636729.23,214890.33,-12.24
3636729.09,214890.81,-12.23
3636728.93,214891.39,-12.2
3636728.82,214891.79,-12.17
3636728.68,214892.3,-12.13
3636728.54,214892.8,-12.09
3636728.38,214893.41,-12.09
3636728.27,214893.82,-12.11
3636728.14,214894.34,-12.09
3636728.02,214894.84,-12.06
3636727.87,214895.43,-12.07
3636727.76,214895.86,-12.09
3636727.63,214896.37,-12.08
3636727.5,214896.89,-12.08
3636727.35,214897.51,-12.1
3636727.25,214897.95,-12.09
3636727.12,214898.46,-12.07
3636726.99,214898.97,-12.05
3636726.83,214899.58,-12.03
3636726.71,214899.99,-12.03
3636726.58,214900.51,-12.04
3636726.45,214901.03,-12.02
3636726.28,214901.63,-11.99
3636726.17,214902.06,-11.98
3636726.03,214902.56,-11.97
3636725.89,214903.07,-11.96
3636725.73,214903.68,-11.96
3636725.62,214904.09,-12
3636725.48,214904.58,-12
3636725.34,214905.07,-11.97
3636725.16,214905.66,-11.99
3636725.03,214906.07,-11.98
3636724.88,214906.54,-11.95
3636724.74,214907,-11.96
3636724.56,214907.57,-11.96
3636724.44,214907.96,-11.96
3636724.29,214908.43,-12
3636724.13,214908.9,-12
3636723.95,214909.44,-11.97
3636723.81,214909.83,-11.97
3636723.66,214910.28,-11.97
3636723.5,214910.72,-11.97
3636723.3,214911.26,-12
3636723.16,214911.63,-12.01
3636723,214912.08,-11.98
3636722.82,214912.52,-11.97
3636722.61,214913.05,-11.97
3636722.48,214913.43,-11.97
3636722.31,214913.88,-11.96
3636722.13,214914.31,-11.95
3636721.91,214914.83,-11.99
3636721.77,214915.2,-12.02
3636721.6,214915.67,-12
3636721.41,214916.11,-11.97
3636721.2,214916.64,-11.93
3636721.05,214917,-11.89
3636720.87,214917.45,-11.89
3636720.7,214917.88,-11.89
3636720.48,214918.41,-11.91
3636720.34,214918.78,-11.92
3636720.16,214919.23,-11.94
3636719.97,214919.67,-11.96
3636719.76,214920.21,-11.96
3636719.62,214920.58,-11.94
3636719.43,214921.04,-11.92
3636719.26,214921.49,-11.88
3636719.05,214922.02,-11.85
3636718.88,214922.39,-11.81
3636718.69,214922.85,-11.81
3636718.5,214923.31,-11.77
3636718.29,214923.87,-11.73
3636718.14,214924.25,-11.75
3636717.95,214924.71,-11.75
3636717.75,214925.18,-11.75
3636717.52,214925.75,-11.76
3636717.37,214926.13,-11.76
3636717.16,214926.6,-11.79
3636716.95,214927.07,-11.76
3636716.7,214927.62,-11.7
3636716.52,214928.01,-11.7
3636716.3,214928.47,-11.73
3636716.09,214928.94,-11.73
3636715.85,214929.48,-11.74
3636715.68,214929.88,-11.74
3636715.46,214930.34,-11.73
3636715.23,214930.81,-11.76
3636714.97,214931.36,-11.77
3636714.78,214931.73,-11.76
3636714.56,214932.18,-11.76
3636714.33,214932.63,-11.74
3636714.07,214933.17,-11.74
3636713.88,214933.55,-11.72
3636713.66,214934,-11.71
3636713.43,214934.45,-11.71
3636713.16,214934.97,-11.72
3636713,214935.34,-11.73
3636712.79,214935.77,-11.71
3636712.56,214936.22,-11.69
3636712.31,214936.73,-11.66
3636712.19,214936.97,-11.66
3636712.05,214937.23,-11.66
3636711.93,214937.47,-11.64
3636711.76,214937.81,-11.63
3636711.55,214938.24,-11.62
3636711.3,214938.76,-11.63
3636711.13,214939.1,-11.65
3636710.92,214939.52,-11.68
3636710.7,214939.94,-11.68
3636710.44,214940.44,-11.62
3636710.26,214940.79,-11.59
3636710.05,214941.21,-11.6
3636709.83,214941.62,-11.62
3636709.57,214942.11,-11.65
3636709.39,214942.44,-11.64
3636709.17,214942.86,-11.6
3636708.95,214943.24,-11.6
3636708.69,214943.69,-11.6
3636708.51,214944.02,-11.61
3636708.28,214944.41,-11.6
3636708.06,214944.79,-11.56
3636707.8,214945.25,-11.55
3636707.62,214945.56,-11.55
3636707.39,214945.93,-11.59
3636707.17,214946.31,-11.64
3636706.9,214946.75,-11.63
3636706.71,214947.06,-11.62
3636706.49,214947.44,-11.6
3636706.26,214947.81,-11.57
3636706.01,214948.26,-11.54
3636705.84,214948.59,-11.53
3636705.63,214948.97,-11.55
3636705.43,214949.36,-11.59
3636705.2,214949.81,-11.62
3636705.04,214950.14,-11.66
3636704.86,214950.54,-11.63
3636704.69,214950.94,-11.59
3636704.48,214951.41,-11.57
3636704.33,214951.75,-11.55
3636704.14,214952.15,-11.54
3636703.96,214952.55,-11.51
3636703.75,214953.04,-11.46
3636703.6,214953.38,-11.48
3636703.42,214953.79,-11.52
3636703.24,214954.2,-11.56
3636703.02,214954.68,-11.56
3636702.86,214955.02,-11.51
3636702.68,214955.42,-11.45
3636702.49,214955.83,-11.45
3636702.27,214956.3,-11.48
3636702.12,214956.64,-11.46
3636701.94,214957.04,-11.45
3636701.75,214957.43,-11.48
3636701.51,214957.88,-11.48
3636701.34,214958.19,-11.47
3636701.13,214958.55,-11.47
3636700.93,214958.91,-11.47
3636700.69,214959.35,-11.46
3636700.52,214959.66,-11.48
3636700.31,214960.02,-11.49
3636700.1,214960.37,-11.49
3636699.85,214960.78,-11.49
3636699.69,214961.06,-11.47
3636699.49,214961.41,-11.47
3636699.28,214961.77,-11.47
3636699.03,214962.17,-11.46
3636698.85,214962.45,-11.46
3636698.63,214962.78,-11.47
3636698.43,214963.13,-11.49
3636698.19,214963.54,-11.51
3636698.01,214963.81,-11.49
3636697.8,214964.16,-11.45
3636697.59,214964.51,-11.43
3636697.36,214964.92,-11.4
3636697.19,214965.2,-11.41
3636696.98,214965.55,-11.42
3636696.78,214965.89,-11.41
3636696.54,214966.31,-11.39
3636696.37,214966.6,-11.36
3636696.17,214966.95,-11.33
3636695.96,214967.3,-11.34
3636695.73,214967.72,-11.36
3636695.57,214968,-11.37
3636695.37,214968.36,-11.39
3636695.17,214968.72,-11.4
3636694.93,214969.13,-11.4
3636694.76,214969.42,-11.38
3636694.55,214969.78,-11.35
3636694.35,214970.14,-11.34
3636694.1,214970.57,-11.33
3636693.94,214970.86,-11.33
3636693.74,214971.22,-11.36
3636693.53,214971.59,-11.36
3636693.3,214972.04,-11.36
3636693.14,214972.35,-11.37
3636692.92,214972.73,-11.33
3636692.72,214973.11,-11.3
3636692.48,214973.57,-11.32
3636692.3,214973.89,-11.3
3636692.1,214974.27,-11.29
3636691.9,214974.67,-11.3
3636691.64,214975.14,-11.35
3636691.46,214975.47,-11.39
3636691.24,214975.88,-11.39
3636691.01,214976.29,-11.37
3636690.75,214976.77,-11.34
3636690.57,214977.1,-11.33
3636690.34,214977.52,-11.3
3636690.11,214977.94,-11.26
3636689.84,214978.42,-11.27
3636689.66,214978.76,-11.29
3636689.43,214979.18,-11.28
3636689.2,214979.62,-11.27
3636688.93,214980.11,-11.24
3636688.74,214980.45,-11.22
3636688.51,214980.86,-11.2
3636688.27,214981.3,-11.2
3636687.99,214981.82,-11.22
3636687.8,214982.18,-11.23
3636687.57,214982.6,-11.23
3636687.33,214983.03,-11.24
3636687.05,214983.55,-11.26
3636686.86,214983.91,-11.24
3636686.62,214984.35,-11.2
3636686.38,214984.8,-11.18
3636686.1,214985.34,-11.2
3636685.9,214985.72,-11.21
3636685.67,214986.18,-11.22
3636685.43,214986.65,-11.22
3636685.15,214987.17,-11.18
3636684.95,214987.54,-11.13
3636684.71,214988,-11.12
3636684.48,214988.48,-11.13
3636684.21,214989.03,-11.13
3636684.01,214989.42,-11.13
3636683.76,214989.88,-11.12
3636683.5,214990.34,-11.12
3636683.23,214990.89,-11.1
3636683.03,214991.27,-11.07
3636682.79,214991.74,-11.05
3636682.55,214992.2,-11.04
3636682.26,214992.76,-11.04
3636682.06,214993.17,-11.04
3636681.8,214993.65,-11.04
3636681.56,214994.13,-11.05
3636681.27,214994.7,-11.06
3636681.09,214995.09,-11.07
3636680.85,214995.59,-11.08
3636680.6,214996.08,-11.09
3636680.31,214996.67,-11.12
3636680.12,214997.05,-11.14
3636679.87,214997.53,-11.16
3636679.63,214998,-11.19
3636679.35,214998.54,-11.16
3636679.14,214998.92,-11.09
3636678.89,214999.38,-11.02
3636678.65,214999.84,-11
3636678.36,215000.39,-10.99
3636678.15,215000.77,-10.99
3636677.88,215001.23,-11.02
3636677.63,215001.69,-11.03
3636677.34,215002.23,-11
3636677.13,215002.61,-10.99
3636676.87,215003.08,-10.99
3636676.63,215003.52,-10.99
3636676.34,215004.06,-10.99
3636676.16,215004.42,-10.95
3636675.92,215004.86,-10.95
3636675.69,215005.3,-10.98
3636675.43,215005.83,-11
3636675.25,215006.19,-11.01
3636675.03,215006.64,-10.99
3636674.82,215007.09,-10.94
3636674.57,215007.62,-10.95
3636674.41,215007.97,-10.95
3636674.2,215008.41,-10.94
3636673.99,215008.86,-10.91
3636673.75,215009.37,-10.9
3636673.58,215009.73,-10.86
3636673.38,215010.16,-10.84
3636673.18,215010.61,-10.85
3636672.93,215011.12,-10.86
3636672.76,215011.47,-10.88
3636672.56,215011.89,-10.89
3636672.35,215012.31,-10.88
3636672.11,215012.81,-10.85
3636671.94,215013.15,-10.83
3636671.73,215013.56,-10.84
3636671.52,215013.97,-10.85
3636671.26,215014.44,-10.82
3636671.09,215014.78,-10.79
3636670.88,215015.18,-10.77
3636670.66,215015.57,-10.77
3636670.4,215016.03,-10.76
3636670.23,215016.36,-10.76
3636670.02,215016.77,-10.76
3636669.81,215017.17,-10.76
3636669.55,215017.64,-10.76
3636669.38,215017.97,-10.76
3636669.18,215018.37,-10.77
3636668.98,215018.77,-10.77
3636668.75,215019.25,-10.78
3636668.61,215019.59,-10.79
3636668.42,215020.01,-10.81
3636668.23,215020.41,-10.82
3636668,215020.89,-10.79
3636667.86,215021.23,-10.75
3636667.69,215021.64,-10.75
3636667.51,215022.05,-10.77
3636667.31,215022.53,-10.75
3636667.16,215022.87,-10.72
3636666.99,215023.3,-10.72
3636666.83,215023.73,-10.74
3636666.64,215024.22,-10.72
3636666.51,215024.56,-10.7
3636666.35,215024.98,-10.7
3636666.26,215025.21,-10.69
3636666.13,215025.55,-10.65
3636666.01,215025.86,-10.65
3636665.91,215026.11,-10.65
3636665.75,215026.54,-10.67
3636665.59,215026.96,-10.68
3636665.44,215027.38,-10.71
3636665.25,215027.86,-10.67
3636665.12,215028.2,-10.64
3636664.96,215028.61,-10.64
3636664.8,215029.03,-10.64
3636664.61,215029.52,-10.66
3636664.47,215029.86,-10.65
3636664.3,215030.27,-10.65
3636664.14,215030.67,-10.64
3636663.95,215031.15,-10.64
3636663.81,215031.47,-10.64
3636663.64,215031.86,-10.64
3636663.48,215032.26,-10.61
3636663.29,215032.73,-10.59
3636663.15,215033.05,-10.61
3636662.97,215033.44,-10.65
3636662.8,215033.82,-10.65
3636662.6,215034.28,-10.65
3636662.47,215034.6,-10.64
3636662.31,215034.99,-10.64
3636662.15,215035.37,-10.62
3636661.96,215035.83,-10.61
3636661.83,215036.16,-10.64
3636661.66,215036.55,-10.68
3636661.51,215036.95,-10.66
3636661.33,215037.42,-10.62
3636661.22,215037.76,-10.6
3636661.08,215038.16,-10.6
3636660.94,215038.57,-10.6
3636660.76,215039.04,-10.59
3636660.65,215039.39,-10.63
3636660.52,215039.82,-10.65
3636660.39,215040.23,-10.59
3636660.23,215040.73,-10.57
3636660.11,215041.07,-10.56
3636659.96,215041.49,-10.55
3636659.82,215041.91,-10.61
3636659.65,215042.43,-10.65
3636659.53,215042.78,-10.6
3636659.38,215043.22,-10.57
3636659.25,215043.66,-10.55
3636659.07,215044.2,-10.52
3636658.95,215044.56,-10.52
3636658.79,215045,-10.52
3636658.64,215045.46,-10.53
3636658.46,215046.01,-10.54
3636658.33,215046.4,-10.53
3636658.18,215046.87,-10.51
3636658.02,215047.35,-10.48
3636657.84,215047.91,-10.48
3636657.71,215048.31,-10.53
3636657.55,215048.82,-10.54
3636657.38,215049.31,-10.49
3636657.19,215049.9,-10.45
3636657.04,215050.31,-10.43
3636656.88,215050.8,-10.41
3636656.72,215051.3,-10.39
3636656.52,215051.89,-10.41
3636656.39,215052.31,-10.45
3636656.23,215052.82,-10.42
3636656.08,215053.32,-10.37
3636655.89,215053.91,-10.35
3636655.74,215054.34,-10.36
3636655.58,215054.84,-10.36
3636655.42,215055.34,-10.33
3636655.24,215055.96,-10.33
3636655.11,215056.38,-10.3
3636654.94,215056.89,-10.28
3636654.76,215057.4,-10.28
3636654.56,215058.01,-10.25
3636654.43,215058.43,-10.24
3636654.27,215058.94,-10.25
3636654.11,215059.43,-10.28
3636653.9,215060.03,-10.3
3636653.76,215060.45,-10.28
3636653.59,215060.95,-10.23
3636653.43,215061.44,-10.23
3636653.23,215062.01,-10.25
3636653.1,215062.4,-10.27
3636652.93,215062.87,-10.26
3636652.76,215063.33,-10.22
3636652.55,215063.87,-10.22
3636652.41,215064.24,-10.23
3636652.23,215064.69,-10.23
3636652.06,215065.13,-10.27
3636651.85,215065.65,-10.25
3636651.7,215066,-10.21
3636651.51,215066.41,-10.2
3636651.32,215066.84,-10.22
3636651.1,215067.32,-10.18
3636650.94,215067.64,-10.17
3636650.74,215068.05,-10.21
3636650.55,215068.43,-10.19
3636650.32,215068.89,-10.17
3636650.17,215069.19,-10.18
3636649.99,215069.56,-10.19
3636649.79,215069.94,-10.19
3636649.56,215070.39,-10.24
3636649.41,215070.7,-10.26
3636649.21,215071.07,-10.21
3636649.03,215071.43,-10.16
3636648.82,215071.86,-10.15
3636648.68,215072.16,-10.14
3636648.5,215072.52,-10.18
3636648.33,215072.89,-10.19
3636648.11,215073.34,-10.14
3636647.97,215073.65,-10.09
3636647.8,215074.02,-10.07
3636647.63,215074.39,-10.08
3636647.44,215074.84,-10.08
3636647.31,215075.16,-10.1
3636647.15,215075.55,-10.11
3636646.98,215075.93,-10.11
3636646.78,215076.39,-10.12
3636646.62,215076.72,-10.12
3636646.44,215077.14,-10.11
